customer_id,triggered_rules,total_score,escalation_band,hard_alert_flag
C100221,R03_HIGH|R04|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100554,R03_HIGH|R04|R05_VPN|R11|R17|R20|R21,12,Tier 1 — Hard alert,True
C100871,R03_HIGH|R04|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101626,R03_LOW|R04|R11|R15|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100418,R03_LOW|R04|R11|R15|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101737,R03_LOW|R05_TOR|R11|R14|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101624,R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101000,R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100556,R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101220,R04|R05_TOR|R06|R11|R17|R20|R21,12,Tier 1 — Hard alert,True
C100670,R04|R05_TOR|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100487,R04|R05_VPN|R06|R11|R19|R20|R21,12,Tier 1 — Hard alert,True
C101326,R04|R05_VPN|R11|R17|R18|R19|R20|R21,12,Tier 1 — Hard alert,True
C100375,R04|R05_TOR|R10|R11|R15|R20|R21,12,Tier 1 — Hard alert,True
C101205,R01|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101506,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100266,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100019,R02_LOW|R03_LOW|R04|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101469,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101870,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100304,R02_LOW|R03_LOW|R04|R05_TOR|R11|R17|R20,12,Tier 1 — SAR immediate,False
C101615,R02_LOW|R04|R05_TOR|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C102268,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101349,R02_LOW|R03_LOW|R04|R06|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101815,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101343,R02_LOW|R03_HIGH|R04|R11|R15|R20,12,Tier 1 — SAR immediate,False
C102491,R02_LOW|R03_LOW|R05_TOR|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102295,R02_LOW|R03_HIGH|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100062,R02_LOW|R03_LOW|R04|R10|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100767,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101683,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100698,R02_LOW|R04|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101336,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101056,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100031,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102347,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101121,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100640,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102433,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101108,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102313,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R18|R20,12,Tier 1 — SAR immediate,False
C101138,R02_LOW|R03_HIGH|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100415,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101874,R02_LOW|R05_TOR|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102136,R02_LOW|R03_LOW|R10|R11|R15|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101740,R02_LOW|R04|R09|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C100197,R02_LOW|R04|R05_VPN|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100004,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100878,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102260,R02_LOW|R03_LOW|R04|R10|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100737,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100564,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100990,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102090,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100451,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101901,R02_LOW|R03_LOW|R05_VPN|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101046,R02_LOW|R03_HIGH|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101754,R02_LOW|R03_LOW|R04|R11|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101960,R02_LOW|R03_HIGH|R04|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C100664,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101966,R02_LOW|R03_LOW|R04|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101217,R02_LOW|R03_LOW|R04|R06|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101739,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102262,R02_LOW|R03_HIGH|R04|R05_VPN|R11|R20,12,Tier 1 — SAR immediate,False
C101103,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100804,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101591,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100224,R02_LOW|R03_LOW|R04|R06|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102403,R02_LOW|R03_LOW|R04|R06|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C102174,R02_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101561,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101660,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100083,R02_LOW|R03_LOW|R04|R06|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102391,R02_LOW|R04|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101201,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100929,R02_LOW|R03_HIGH|R05_VPN|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101497,R02_LOW|R03_HIGH|R04|R05_VPN|R11|R20,12,Tier 1 — SAR immediate,False
C101165,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101717,R02_LOW|R03_HIGH|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100541,R02_LOW|R03_LOW|R05_TOR|R11|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100739,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100601,R02_LOW|R03_LOW|R04|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100078,R02_LOW|R05_TOR|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101357,R02_LOW|R03_LOW|R05_VPN|R07|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100361,R02_LOW|R03_HIGH|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100410,R02_LOW|R03_HIGH|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102396,R02_LOW|R03_HIGH|R04|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100076,R02_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100140,R02_LOW|R03_LOW|R04|R05_VPN|R07|R11|R20,12,Tier 1 — SAR immediate,False
C100792,R02_LOW|R03_HIGH|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101748,R02_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100250,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101204,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100731,R03_HIGH|R04|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100809,R03_HIGH|R04|R05_TOR|R11|R20,12,Tier 1 — SAR immediate,False
C102389,R03_HIGH|R04|R05_TOR|R11|R20,12,Tier 1 — SAR immediate,False
C102406,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102152,R03_HIGH|R04|R06|R11|R17|R20,12,Tier 1 — SAR immediate,False
C100146,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101784,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100861,R03_HIGH|R04|R05_VPN|R11|R17|R20,12,Tier 1 — SAR immediate,False
C101593,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102126,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102025,R03_HIGH|R04|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102069,R03_HIGH|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102110,R03_HIGH|R05_VPN|R11|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101571,R03_HIGH|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101431,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100088,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101265,R03_HIGH|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101595,R03_HIGH|R04|R05_VPN|R11|R17|R20,12,Tier 1 — SAR immediate,False
C101167,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100043,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100389,R03_HIGH|R04|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101594,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102219,R03_HIGH|R04|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101555,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102287,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101568,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100419,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101677,R03_HIGH|R04|R05_VPN|R11|R17|R20,12,Tier 1 — SAR immediate,False
C101297,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101971,R03_HIGH|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101819,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100297,R03_HIGH|R04|R05_VPN|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102324,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101390,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100387,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100906,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101110,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100424,R03_HIGH|R05_VPN|R11|R15|R19|R20,12,Tier 1 — SAR immediate,False
C100832,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100039,R03_HIGH|R04|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101991,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101689,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100096,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101143,R03_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100850,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101182,R03_LOW|R05_VPN|R07|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102077,R03_LOW|R04|R07|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101180,R03_LOW|R05_VPN|R11|R15|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C102439,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101610,R03_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100521,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101586,R03_LOW|R04|R11|R15|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101785,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100729,R03_LOW|R05_TOR|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101276,R03_LOW|R04|R05_VPN|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101433,R03_LOW|R04|R05_VPN|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102188,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100032,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100773,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100166,R03_LOW|R04|R05_VPN|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100967,R03_LOW|R06|R09|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100971,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101600,R03_LOW|R04|R07|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100404,R03_LOW|R05_VPN|R11|R15|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101122,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102240,R03_LOW|R04|R05_TOR|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C101589,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102140,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102481,R03_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102233,R03_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101580,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101488,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101583,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102058,R03_LOW|R04|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100287,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100590,R03_LOW|R04|R11|R15|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100740,R03_LOW|R04|R07|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C102362,R03_LOW|R04|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100520,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100100,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101973,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101142,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102170,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101702,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100169,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C102367,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100188,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101299,R03_LOW|R04|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100551,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100217,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100496,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102114,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101763,R03_LOW|R04|R05_TOR|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C100187,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100563,R03_LOW|R04|R09|R10|R11|R17|R20,12,Tier 1 — SAR immediate,False
C100869,R03_LOW|R04|R06|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100132,R03_LOW|R04|R05_VPN|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101451,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102425,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100667,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100663,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102248,R03_LOW|R04|R07|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102215,R03_LOW|R04|R06|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101212,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102305,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100962,R03_LOW|R04|R05_TOR|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100584,R03_LOW|R04|R05_VPN|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101330,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100935,R04|R11|R15|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C102201,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102156,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102116,R04|R10|R11|R15|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102288,R04|R05_VPN|R10|R11|R18|R19|R20,12,Tier 1 — SAR immediate,False
C100632,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102377,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102455,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100357,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100958,R04|R05_VPN|R09|R10|R11|R20,12,Tier 1 — SAR immediate,False
C101911,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101418,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101406,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101416,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100264,R04|R05_TOR|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100261,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102300,R04|R05_TOR|R10|R11|R19|R20,12,Tier 1 — SAR immediate,False
C100195,R04|R05_VPN|R06|R11|R19|R20,12,Tier 1 — SAR immediate,False
C101795,R04|R06|R11|R17|R18|R19|R20,12,Tier 1 — SAR immediate,False
C101632,R04|R09|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100674,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102054,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102315,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102294,R04|R05_VPN|R11|R15|R19|R20,12,Tier 1 — SAR immediate,False
C101471,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C102036,R04|R05_TOR|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C100362,R05_VPN|R09|R10|R11|R17|R19|R20,12,Tier 1 — SAR immediate,False
C101445,R04|R05_VPN|R08|R11|R17|R19|R20,11,Tier 1 — Hard alert,True
C100965,R02_LOW|R03_HIGH|R04|R11|R17|R20|R21,11,Tier 1 — Hard alert,True
C100736,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R20|R21,11,Tier 1 — Hard alert,True
C100500,R02_LOW|R03_LOW|R04|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C102139,R02_LOW|R03_LOW|R04|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101207,R02_LOW|R03_LOW|R05_VPN|R10|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C100035,R02_LOW|R03_LOW|R04|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101849,R02_LOW|R03_LOW|R04|R11|R18|R19|R20|R21,11,Tier 1 — Hard alert,True
C101744,R02_LOW|R03_LOW|R04|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101927,R02_LOW|R03_LOW|R04|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101001,R03_HIGH|R04|R11|R19|R20|R21,11,Tier 1 — Hard alert,True
C101918,R03_HIGH|R10|R11|R17|R18|R19|R20|R21,11,Tier 1 — Hard alert,True
C101195,R03_LOW|R04|R05_VPN|R11|R19|R20|R21,11,Tier 1 — Hard alert,True
C101176,R03_LOW|R04|R06|R11|R19|R20|R21,11,Tier 1 — Hard alert,True
C101722,R03_LOW|R09|R10|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C102251,R03_LOW|R04|R05_TOR|R11|R17|R20|R21,11,Tier 1 — Hard alert,True
C102494,R03_LOW|R04|R10|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C100393,R04|R05_TOR|R10|R11|R17|R20|R21,11,Tier 1 — Hard alert,True
C101868,R04|R05_VPN|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101366,R04|R11|R15|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C102099,R04|R05_VPN|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C100236,R04|R05_TOR|R07|R11|R20|R21,11,Tier 1 — Hard alert,True
C101644,R04|R05_VPN|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C101115,R04|R09|R10|R11|R17|R20|R21,11,Tier 1 — Hard alert,True
C100231,R05_TOR|R07|R11|R17|R19|R20|R21,11,Tier 1 — Hard alert,True
C100582,R01|R04|R11|R19|R20,11,Tier 1 — SAR immediate,False
C102161,R02_LOW|R04|R06|R11|R19|R20,11,Tier 1 — SAR immediate,False
C100167,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100490,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101131,R02_LOW|R04|R05_VPN|R11|R19|R20,11,Tier 1 — SAR immediate,False
C102199,R02_LOW|R04|R07|R11|R19|R20,11,Tier 1 — SAR immediate,False
C102322,R02_LOW|R03_LOW|R04|R05_VPN|R06|R17|R20,11,Tier 1 — SAR immediate,False
C100922,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101978,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R20,11,Tier 1 — SAR immediate,False
C100150,R02_LOW|R03_LOW|R05_TOR|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101053,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101466,R02_LOW|R04|R05_VPN|R11|R19|R20,11,Tier 1 — SAR immediate,False
C101899,R02_LOW|R05_VPN|R11|R15|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101953,R02_LOW|R04|R05_VPN|R11|R19|R20,11,Tier 1 — SAR immediate,False
C101609,R02_LOW|R03_HIGH|R05_VPN|R11|R19|R20,11,Tier 1 — SAR immediate,False
C100524,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100127,R02_LOW|R03_HIGH|R04|R11|R17|R20,11,Tier 1 — SAR immediate,False
C101852,R02_LOW|R04|R05_VPN|R11|R17|R18|R20,11,Tier 1 — SAR immediate,False
C100372,R02_LOW|R03_LOW|R05_VPN|R11|R15|R19|R20,11,Tier 1 — SAR immediate,False
C102046,R02_LOW|R04|R11|R17|R18|R19|R20,11,Tier 1 — SAR immediate,False
C100094,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100321,R02_LOW|R03_LOW|R05_TOR|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100507,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100811,R02_LOW|R03_HIGH|R04|R11|R17|R20,11,Tier 1 — SAR immediate,False
C102395,R02_LOW|R03_LOW|R04|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C100925,R02_LOW|R04|R05_VPN|R11|R19|R20,11,Tier 1 — SAR immediate,False
C101058,R02_LOW|R03_LOW|R05_TOR|R11|R17|R19|R20,11,Tier 1 — SAR immediate,False
C101096,R02_LOW|R03_LOW|R05_VPN|R11|R17|R18|R19|R20,11,Tier 1 — SAR immediate,False
C100198,R02_LOW|R03_LOW|R04|R11|R18|R19|R20,11,Tier 1 — SAR immediate,False
C102301,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R20,11,Tier 1 — SAR immediate,False
C102376,R02_LOW|R06|R09|R10|R11|R17|R20,11,Tier 1 — SAR immediate,False
